
1;gaspar_paul;admin;2024-12-06 10-12-59;Authentification;Réussite;Utilisateur;127.0.0.1;inconue;Nouvelle session initialisée;EOF;
1;gaspar paul;admin;2024-12-06 10-12-05;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 10-12-48;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 10-12-54;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 10-12-56;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-43;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-45;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-05;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-08;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-16;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-18;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-12;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-20;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-27;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-29;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-55;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-07;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-08;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-31;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-36;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-37;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-39;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-57;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-05;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-08;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-02;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-28;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-35;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-36;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-46;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-56;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-57;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-04;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-10;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-12;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-38;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-46;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-48;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-49;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-23;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-29;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-31;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 11-12-59;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 11-12-07;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 11-12-09;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 12-12-43;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 12-12-50;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 12-12-52;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 12-12-54;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
1;gaspar paul;admin;2024-12-06 12-12-24;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 12-12-30;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-12-06 12-12-37;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-12-06 12-12-39;insertion;Echec;Trimestre;127.0.0.1;inconue;Echec de validation ;EOF;
