
1;gaspar_paul;admin;2024-11-15 04-11-26;Authentification;Réussite;Utilisateur;127.0.0.1;inconue;Nouvelle session initialisée;EOF;
1;gaspar paul;admin;2024-11-15 04-11-35;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 04-11-11;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 04-11-18;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-11-15 05-11-38;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 05-11-00;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 05-11-08;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-11-15 05-11-41;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 05-11-46;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-11-15 05-11-15;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 05-11-27;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-11-15 05-11-50;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-11-15 05-11-19;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2024 / 2025,2024-09-29,2025-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-11-15 05-11-30;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
