
1;gaspar_paul;admin;2024-09-06 17-09-21;Authentification;Réussite;Utilisateur;127.0.0.1;inconue;Nouvelle session initialisée;EOF;
1;gaspar paul;admin;2024-09-06 17-09-44;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 17-09-56;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 17-09-00;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 18-09-43;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 18-09-02;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 18-09-11;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 18-09-24;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 18-09-33;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 18-09-36;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-21;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-31;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-35;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-59;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-07;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-10;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-13;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-20;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-23;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-04;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-13;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-16;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-01;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-08;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-12;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-53;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-01;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-03;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-46;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-53;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-56;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-21;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-28;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-31;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-01;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-09;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-12;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-48;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-58;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-01;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-20;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-26;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-29;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-07;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-20;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-23;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-25;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-33;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-37;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-02;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-09;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-16;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-20;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-28;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-31;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-33;Année active;Reussite;Année;127.0.0.1;inconue;Année Scolaire 2023 / 2024,2023-09-29,2024-07-02,0,actif,2023-09-29 14:09:44,2023-09-29 14:09:44;EOF;
1;gaspar paul;admin;2024-09-06 19-09-43;Selection;Echec;Classe;127.0.0.1;inconue;Opération reussir;EOF;
1;gaspar paul;admin;2024-09-06 19-09-47;Selection;Echec;Matiere;127.0.0.1;inconue;Opération reussir;EOF;
